PMID	PMCID	TITLE	DOI
32088333	PMC7102576	Lessons learned from the 2019-nCoV epidemic on prevention of future infectious diseases.	10.1186/s13014-020-01527-1
32289175		Lessons learned from the COVID-19 pandemic.	10.1186/s13054-020-02862-1
32267607		Lessons Never Learned: Crisis and gender-based violence.	10.1186/s40249-020-00650-1
32243722		Lessons unfolding from pediatric cases of COVID-19 disease caused by SARS-CoV-2 infection.	10.1186/s13054-020-02851-4
32233055		Lest we forget.	10.1186/s13054-020-02863-0
32265435	PMC7136544	Let's conquer COVID-19 and sustain our abilities.	10.2807/1560-7917.ES.2020.25.13.2000323
32243191		Letter by Pilz et al Regarding Article, "Impact of Coronavirus Disease 2019 (COVID-19) Outbreak on ST-Elevation Myocardial Infarction Care in Hong Kong, China".	10.2807/1560-7917.ES.2020.25.13.2000280
32075783		Letter from China: covid-19 on the grapevine, on the internet, and in commerce.	10.2807/1560-7917.ES.2020.25.13.2000305
32270532		Letter from China.	10.2807/1560-7917.ES.2020.25.13.2000317
32171807		Letter from the Editor: Occupational skin disease among healthcare workers during the Coronavirus (COVID-19) epidemic.	10.1016/j.bulcan.2020.03.009
32192550		Letter to editor: Role of masks/respirator protection against 2019-novel coronavirus (COVID-19).	10.1016/j.crad.2020.03.008
32276030	PMC7141545	Letter to Editor: Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.	
32303838		Letter to the editor by Dobran Mauro, Paracino Riccardo, and Iacoangeli Maurizio regarding "Neurosurgery during the COVID-19 pandemic: update from Lombardy, northern Italy." Zoia C, Bongetta D, Veiceschi P, Cenzato M, Di Meco F, Locatelli D, Boeris D, Fontanella MM. Acta Neurochir (Wien). 2020 Mar 28. doi: 10.1007/s00701-020-04305-w.	10.1016/j.ajem.2020.03.036
32293030		Letter to the Editor Re: Coronavirus disease 2019: The harms of exaggerated information and non-evidence-based measures.	10.1016/j.ijom.2020.03.015
32080992	PMC7036343	Letter to the Editor: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR.	10.1016/j.jfma.2020.03.010
32268458	PMC7142000	Letter to the Editor: Coronavirus Disease 2019 (COVID-19), Infectivity, and the Incubation Period.	10.1016/j.sapharm.2020.03.013
32227627	PMC7104635	Letter to the editor: Headline stress disorder caused by Netnews during the outbreak of COVID-19.	10.1016/j.jchf.2020.04.001
32282258		Letter to the Editor: How to Deal with Suspended Oral Treatment during the COVID-19 Epidemic.	10.1016/j.jmii.2020.03.022
32127122	PMC7055040	Letter to the editor: Plenty of coronaviruses but no SARS-CoV-2.	
32303602		Letter to the Editor: Who was the first doctor to report the Covid-19 outbreak in Wuhan, China?	
32233443		Letter to the Editor.	
32277754		Letter: Academic Neurosurgery Department Response to COVID-19 Pandemic: The University of Miami/Jackson Memorial Hospital Model.	
32302387		Letter: Adaptation Under Fire: Two Harvard Neurosurgical Services During the COVID-19 Pandemic.	
32286694		Letter: Covid-19 and vitamin D-authors' reply.	
32304213		Letter: COVID-19 Infection Affects Surgical Outcome of Chronic Subdural Hematoma.	
32281109		Letter: Covid-19, and vitamin D.	
32293677		Letter: Neurosurgery and Coronavirus (COVID-19) Epidemic: Doing our Part.	
32293678		Letter: Precautions for Endoscopic Transnasal Skull Base Surgery During the COVID-19 Pandemic.	
32302385		Letter: Rongeurs, Neurosurgeons, and COVID-19: How Do We Protect Health Care Personnel During Neurosurgical Operations in the Midst of Aerosol-Generation From High-Speed Drills?	10.1183/13993003.00632-2020
32277757		Letter: Strategies for Prevention and Control of 2019 Novel Coronavirus Infection Among Medical Staff.	10.1183/13993003.00858-2020
32242901		Letter: The Coronavirus Disease 2019 Global Pandemic: A Neurosurgical Treatment Algorithm.	
32304212		Letter: Transmission of COVID-19 During Neurosurgical Procedures-Some Thoughts From the United Kingdom.	
32212392		Leukoerythroblastic reaction in a patient with COVID-19 infection.	
32268929		Level of under-reporting including under-diagnosis before the first peak of COVID-19 in various countries: Preliminary Retrospective Results Based on Wavelets and Deterministic Modeling.	
32142979		Li Wenliang, a face to the frontline healthcare worker. The first doctor to notify the emergence of the SARS-CoV-2, (COVID-19), outbreak.	
32205232	PMC7102548	Lianhuaqingwen exerts anti-viral and anti-inflammatory activity against novel coronavirus (SARS-CoV-2).	10.1038/s41394-020-0271-z
32180173	PMC7090453	Lidocaine during intubation and extubation in patients with coronavirus disease (COVID-19).	
32250493		Life in the pandemic: Social isolation and mental health.	
32281185		Life in the pandemic: Some reflections on nursing in the context of COVID-19.	
32282455		Life in the Time of COVID-19.	
32227076		Life-threatening cardiac tamponade complicating myo-pericarditis in COVID-19.	
32240633		Likelihood of survival of coronavirus disease 2019.	
32241328		Limited early warnings and public attention to COVID-19 in China, January-February, 2020: a longitudinal cohort of randomly sampled Weibo users.	
32270498		Limited transmissibility of coronavirus (SARS-1, MERS, and SARS-2) in certain regions of Africa.	
32170953	PMC7094785	Limiting spread of COVID-19 from cruise ships - lessons to be learnt from Japan.	
32282874		Limits of Detection of Six Approved RT-PCR Kits for the Novel SARS-coronavirus-2 (SARS-CoV-2).	
32185369	PMC7075271	Liver and Kidney Injuries in COVID-19 and Their Effects on Drug Therapy; a Letter to Editor.	10.3389/fmicb.2020.00298
32294285		Liver impairment associated with disease progression in COVID-19 patients.	10.3389/fped.2020.00104
32239796		Liver impairment in COVID-19 patients: a retrospective analysis of 115 cases from a single center in Wuhan city, China.	
32170806		Liver injury during highly pathogenic human coronavirus infections.	
32145190		Liver injury in COVID-19: management and challenges.	
32270388		Liver transplantation and COVID-19 (Coronavirus) infection: guidelines of the liver transplant Society of India (LTSI).	10.1186/s40510-020-00310-y
32246576		Liver transplantation in an ICU dominated by COVID-19.	
32277877		Localising an asset-based COVID-19 response in Ecuador.	
32259197	PMC7153364	Locally Informed Simulation to Predict Hospital Capacity Needs During the COVID-19 Pandemic.	
32291633	PMC7155948	Locating and repurposing anesthetic machines as intensive care unit ventilators during the COVID-19 pandemic.	
32255183		Lockdown contained the spread of 2019 novel coronavirus disease in Huangshi city, China: Early epidemiological findings.	
32242111		Lockdown in Italy: personal stories of doing science during the COVID-19 quarantine.	
32179000		Long-Term Care Facilities and the Coronavirus Epidemic: Practical Guidelines for a Population at Highest Risk.	
32220989		Looking after yourself and others.	
32245876		Looking out for yourself and those around you.	
32113508		Looming threat of COVID-19 infection in Africa: act collectively, and fast.	
32281391		Loopholes in Current Infection Control and Prevention Practices Against COVID-19 in Radiology Department and Improvement Suggestions.	
32273604		Lopinavir-ritonavir in severe COVID-19.	
32202256		Lopinavir/ritonavir combination therapy amongst symptomatic coronavirus disease 2019 patients in India: Protocol for restricted public health emergency use.	
32243566		Los derechos humanos de los ninos con discapacidad durante emergencias sanitarias: el desafio de COVID-19.	10.2217/fon-2020-0252
32283886		Love in the time of coronavirus: training and service during COVID-19.	
32272083		Love in the time of COVID-19: negligence in the Nicaraguan response.	
32283153	PMC7151466	Low-dose corticosteroid therapy does not delay viral clearance in patients with COVID-1.	
32189136	PMC7080931	Lower mortality of COVID-19 by early recognition and intervention: experience from Jiangsu Province.	
32301631		Lung Base Findings of Coronavirus Disease (COVID-19) on Abdominal CT in Patients With Predominant Gastrointestinal Symptoms.	
32289517	PMC7151381	LUNG CANCER SURGICAL MANAGEMENT DURING THE OUTBREAK OF COVID-19.	
32285028	PMC7138361	Lung Changes on Chest CT During 2019 Novel Coronavirus (COVID-19) Pneumonia.	
32272630		Lung Involvement Found on Chest CT Scan in a Pre-Symptomatic Person with SARS-CoV-2 Infection: A Case Report.	
32200645		Lung Recruitability in SARS-CoV-2 Associated Acute Respiratory Distress Syndrome: A Single-center, Observational Study.	
32251003		Lung transplantation as therapeutic option in acute respiratory distress syndrome for COVID-19-related pulmonary fibrosis.	
32301803		Lung Transplantation for elderly patients with end-stage COVID-19 Pneumonia.	
32249471		Lung ultrasound and computed tomographic findings in pregnant woman with COVID-19.	
32234724		Lung ultrasound findings in a 64-year-old woman with COVID-19.	
32283159	PMC7151318	Lymphocyte subset (CD4+, CD8+) counts reflect the severity of infection and predict the clinical outcomes in patients with COVID-19.	
32226636	PMC7100419	Lymphopenia predicts disease severity of COVID-19: a descriptive and predictive study.	
32296069		Lymphopenia predicts disease severity of COVID-19: a descriptive and predictive study.	
32145214		Lymphopenic community acquired pneumonia as signature of severe COVID-19 infection.	
32142596		Machine Learning, COVID-19 (2019-nCoV), and multi-OMICS.	
32249257		Macrolide treatment for COVID-19: Will this be the way forward?	
32303696		Macrophages: a Trojan horse in COVID-19?	
32272084		Maintaining HIV care during the COVID-19 pandemic.	
32282056		Maintaining Our Humanity Through the Mask: Mindful Communication During COVID-19.	
32304737	PMC7158816	Maintaining the quality standards of care for inflammatory bowel disease patients during the COVID-19 pandemic.	
32292905	PMC7104068	Maintenance Hemodialysis and Coronavirus Disease 2019 (COVID-19): Saving Lives With Caution, Care, and Courage.	
32169615		Makeshift hospitals for COVID-19 patients: where health-care workers and patients need sufficient ventilation for more protection.	
32241949		Making allowances for COVID-19.	
32275869	PMC7141549	Making decisions to mitigate COVID-19 with limited knowledge.	
32301320		Management of ART and COVID-19: Infertility in times of pan- demic. What now?	
32270420	PMC7141488	Management of Cancer Surgery Cases During the COVID-19 Pandemic: Considerations.	
32277387		Management of COVID-19 in patients after liver transplantation: Beijing working party for liver transplantation.	
32297317		Management of COVID-19 Related Paediatric Blood Samples in a Clinical Haematology Laboratory.	
32215647		Management of Critically Ill Adults With COVID-19.	
32301976		Management of elective aortic valve replacement over the long term in the era of COVID-19.	
32214232		Management of IBD during the COVID-19 outbreak: resetting clinical priorities.	
32298480		Management of Infantile Hemangiomas during the COVID Pandemic.	
32246874		Management of Inflammatory Bowel Diseases in the Wake of COVID-19 Pandemic.	10.1001/jamapediatrics.2020.1346
32266498	PMC7137858	Management of orthodontic emergencies during 2019-NCOV.	
32275775		Management of ovarian cancer during the COVID-19 pandemic.	
32292866	PMC7128395	Management Of Patients On Dialysis And With Kidney Transplant During SARS-COV-2 (COVID-19) Pandemic In Brescia, Italy.	
32272113		Management of Patients with Crohn's Disease and Ulcerative Colitis During the COVID-19 Pandemic: Results of an International Meeting.	
32220285		Management of pregnant women infected with COVID-19.	
32299795		Management of rheumatic diseases in the time of covid-19 pandemic: perspectives of rheumatology practitioners from India.	
32298017		Management of the Difficult Airway in the COVID-19 Pandemic: An Illustrative Complex Head and Neck Case Scenario.	
