#PMID	PMCID	TITLE	LANGUAGE
32152010		Covid-19: out-of-hours providers are drafted in to manage non-urgent patients in community.	
32220862		Covid-19: Over 300 Italian doctors and scientists call for more testing.	
32224232		COVID-19: Pandemic Contingency Planning for the Allergy and Immunology Clinic.	
32238978		Covid-19: Pandemonium in our time.	
32241813		Covid-19: Patients who are improving could have treatment withdrawn if others could benefit more.	
32116200		COVID-19: Perspectives on the Potential Novel Global Threat.	
32156675		Covid-19: Portugal closes all medical schools after 31 cases confirmed in the country.	
32188586		Covid-19: pregnant doctors should speak to occupational health, say experts.	
32111645		Covid-19: preparedness, decentralisation, and the hunt for patient zero.	
32113506		COVID-19: preparing for superspreader potential among Umrah pilgrims to Saudi Arabia.	
32210385		COVID-19: protect great apes during human pandemics.	
32199474		COVID-19: protecting health-care workers.	
32202635		Covid-19: Protecting Worker Health.	
32092748		COVID-19: Real-time dissemination of scientific information to fight a public health emergency of international concern.	
32220898		Covid-19: Researchers launch app to track spread of symptoms in the UK.	
32229768		COVID-19: response plan for International Medical Assistance companies.	
32122881		Covid-19: retired doctors could be asked to return to work, says Hancock.	
32217618		Covid-19: risk factors for severe disease and death.	
32156680		Covid-19: roundup of latest news.	
32241815		Covid-19: Rules on sharing confidential patient information are relaxed in England.	
32111656		Covid-19: school closures and bans on mass gatherings will need to be considered, says England's CMO.	
32193197		Covid-19: schools set to close across UK except for children of health and social care workers.	
32205321		Covid-19: six million doses of hydroxychloroquine donated to US despite lack of evidence.	
32187421		COVID-19: social distancing, ACE 2 receptors, protease inhibitors and beyond?	
32098875		Covid-19: surge in cases in Italy and South Korea makes pandemic look more likely.	
32151325		COVID-19: the gendered impacts of the outbreak.	
32171075		COVID-19: the medium is the message.	
32207680		COVID-19: the new challenge for rheumatologists.	
32226003		COVID-19: The outbreak caused by a new coronavirus.	
32192247		Covid-19: The right amount of wolf.	
32157235		COVID-19: time for WHO to reconsider its stance towards Taiwan.	
32145772		COVID-19: too little, too late?	
32197103		COVID-19: towards controlling of a pandemic.	
32184209		Covid-19: trainees will not move jobs in April.	
32209549		"Covid-19: trials of four potential treatments to generate ""robust data"" of what works."	
32165415		Covid-19: Trump cancels all flights from Europe, apart from the UK.	
32213487		"Covid-19: Trump declares intention to ""re-open economy"" within weeks against experts' advice."	
32229540		Covid-19: Trump extends physical distancing to 30 April, as cases climb in New York.	
32161091		Covid-19: Trump proposes tax cuts and improved health insurance, but millions are not covered.	
32107254		"Covid-19: Trump says risk to Americans is ""very low""."	
32184216		Covid-19: Trump sought to buy vaccine developer exclusively for US, say German officials.	
32161028		Covid-19: UK budget gives pound94 a week statutory sick pay to self-isolators and their carers.	
32127353		Covid-19: UK could delay non-urgent care and call doctors back from leave and retirement.	
32238344		Covid-19: UK deaths are higher than previously reported, new data suggest.	
32193352		Covid-19: UK government calls on industry to help boost testing capacity to 25 000 people a day.	
32169967		Covid-19: UK holds off closing schools and restricts testing to people in hospital.	
32209548		"Covid-19: UK lockdown is ""crucial"" to saving lives, say doctors and scientists."	
32160996		Covid-19: UK ramps up testing by 500% as health minister tests positive for virus.	
32144096		Covid-19: UK records first death, as world's cases exceed 100 000.	
32184205		Covid-19: UK starts social distancing after new model points to 260 000 potential deaths.	
32156677		Covid-19: UK trade talks with EU must not hinder cooperation in tackling threat, BMA warns.	
32241073		COVID-19: Uncharted waters	
32238355		Covid-19: US gives emergency approval to hydroxychloroquine despite lack of evidence.	
32122875		Covid-19: US health department staff sent to meet citizens returning from China weren't protected, claims whistleblower.	
32205342		Covid-19: US testing ramps up as early response draws harsh criticism.	
32238350		"Covid-19: Use radiotherapy only if ""unavoidable,"" says NICE."	
32197274		COVID-19: Vulnerability and the power of privilege in a pandemic.	
32129672		COVID-19: What Can We Learn From Stories From the Trenches?	
32220829		Covid-19: what do trainees need to know?	
32191167		COVID-19: What implications for sexual and reproductive health and rights globally?	
32061313		COVID-19: what is next for public health?	
32217754		Covid-19: What is the UK's testing strategy?	
32217607		Covid-19: what treatments are being investigated?	
32156682		Covid-19: What's the current advice for UK doctors?	
32165426		"Covid-19: WHO declares pandemic because of ""alarming levels"" of spread, severity, and inaction."	
32229543		Covid-19: why is the UK government ignoring WHO's advice?	
32112857		COVID-19: Zoonotic aspects.	
32228363		COVID-19-associated Acute Hemorrhagic Necrotizing Encephalopathy: CT and MRI Features.	
32191350		COVID-2019 and Pregnancy: A plea for transparent reporting of all cases.	
32083328		COVID-2019: The role of the nsp2 and nsp3 in its pathogenesis.	
32243911		C-reactive protein levels in the early stage of COVID-19.	
32240754		Creating a Palliative Care Inpatient Response Plan for COVID19 - The UW Medicine Experience.	
32185863		Crises drive innovation.	
32167538		Critical Care Utilization for the COVID-19 Outbreak in Lombardy, Italy: Early Experience and Forecast During an Emergency Response.	
32239213		Critical health literacy and the COVID-19 crisis.	
32207994		Critical Organizational Issues for Cardiologists in the COVID-19 Outbreak: A Frontline Experience From Milan, Italy.	
32212516		Critical Supply Shortages - The Need for Ventilators and Personal Protective Equipment during the Covid-19 Pandemic.	
31967321		Cross-species transmission of the newly identified coronavirus 2019-nCoV.	
32075877		Cryo-EM structure of the 2019-nCoV spike in the prefusion conformation.	
32198291		Crystal structure of SARS-CoV-2 main protease provides a basis for design of improved alpha-ketoamide inhibitors.	
32216640		CSC Expert Consensus on Principles of Clinical Management of Patients with Severe Emergent Cardiovascular Diseases during the COVID-19 Epidemic.	
32193883		CT appearance of severe, laboratory-proven coronavirus disease 2019 (COVID-19) in a Caucasian patient in Berlin, Germany.	
32134681		CT Features of Coronavirus Disease 2019 (COVID-19) Pneumonia in 62 Patients in Wuhan, China.	
32208010		CT Findings of Coronavirus Disease (COVID-19) Severe Pneumonia.	
32189175		CT image of novel coronavirus pneumonia: a case report.	
32215691		CT image visual quantitative evaluation and clinical classification of coronavirus disease (COVID-19).	
32129670		CT Imaging and Differential Diagnosis of COVID-19.	
32017661		CT Imaging Features of 2019 Novel Coronavirus (2019-nCoV).	
32003646		CT Imaging of the 2019 Novel Coronavirus (2019-nCoV) Pneumonia.	
32157862		CT Manifestations of Novel Coronavirus Pneumonia: A Case Report	
32031481		CT Manifestations of Two Cases of 2019 Novel Coronavirus (2019-nCoV) Pneumonia.	
32215898		CT morphology of COVID-19: Case report and review of literature.	
32222163		CT screening for early diagnosis of SARS-CoV-2 infection - Authors' reply.	
32222164		CT screening for early diagnosis of SARS-CoV-2 infection.	
32231323		Cull, release or bring them home: Coronavirus crisis forces hard decisions for labs with animals.	
32238757		Current Status of Epidemiology, Diagnosis, Therapeutics, and Vaccines for Novel Coronavirus Disease 2019 (COVID-19).	
32215952		Cutaneous manifestations in COVID-19: a first perspective.	
32238976		Cytokine storms in COVID-19 cases?	
32238353		David Oliver: Covid-19 will make us stop some activities for good.	
32213508		David Oliver: Covid-19-recriminations and political point scoring must wait.	
32227793		Dealing with COVID-19: initial perspectives of a small radiology department.	
32199105		Deciphering the power of isolation in controlling COVID-19 outbreaks.	
32238221		Declining Public Health Protections within Autocratic Regimes: Impact on Global Public Health Security, Infectious Disease Outbreaks, Epidemics, and Pandemics.	
32242828		Decreased "WBC*LYM" was observed in SARS-CoV-2-infected patients from a fever clinic in Wuhan.	
32205822		Deep Learning Localization of Pneumonia: 2019 Coronavirus (COVID-19) Outbreak.	
32074416		Defining the Epidemiology of Covid-19 - Studies Needed.	
32100024		De-isolating COVID-19 Suspect Cases: A Continuing Challenge.	
32130047		Deja Vu or Jamais Vu? How the Severe Acute Respiratory Syndrome Experience Influenced a Singapore Radiology Department's Response to the Coronavirus Disease (COVID-19) Epidemic.	
32240625		Dementia care during COVID-19.	
32238979		'Dental Hierarchy of Needs' in the COVID-19 Era - or Why Treat When It Doesn't Hurt?	
32213307		Dermatology practices as vectors for COVID-19 transmission: a call for immediate cessation of non-emergent dermatolgy visits.	
32201983		Dermatology staff participate in fight against Covid-19 in China.	
32222992		Detectable SARS-CoV-2 Viral RNA in Feces of Three Children during Recovery Period of COVID-19 Pneumonia.	
32243608		Detection of antibodies against SARS-CoV-2 in patients with COVID-19.	
32163697		Detection of Covid-19 in Children in Early January 2020 in Wuhan, China.	
32150527		Detection of Novel Coronavirus by RT-PCR in Stool Specimen from Asymptomatic Child, China.	
32221133		Detection of serum immunoglobulin M and immunoglobulin G antibodies in 2019-novel coronavirus infected cases from different stages.	
32227757		Developing Covid-19 Vaccines at Pandemic Speed.	
32104917		Development and Clinical Application of A Rapid IgM-IgG Combined Antibody Test for SARS-CoV-2 Infection Diagnosis.	
32156101		Development of a Laboratory-safe and Low-cost Detection Protocol for SARS-CoV-2 of the Coronavirus Disease 2019 (COVID-19).	
32239445		Development of a Novel Reverse Transcription Loop-Mediated Isothermal Amplification Method for Rapid Detection of SARS-CoV-2.	
32108359		Development of epitope-based peptide vaccine against novel coronavirus 2019 (SARS-COV-2): Immunoinformatics approach.	
32074516		Development of Genetic Diagnostic Methods for Novel Coronavirus 2019 (nCoV-2019) in Japan.	
32242876		Development of in vitro transcribed RNA as positive control for laboratory diagnosis of SARS-CoV-2 in India.	
